**** All Elevator Calls (time,src,dest,state,elev dt) stage 9 ****
Elevator call,4.181791416969872,-7,-4,3,3, Done, dt, 22.818208583030128
Elevator call,9.088234750896163,-8,24,3,1, Done, dt, 25.911765249103837
Elevator call,23.235924121476728,-5,-3,3,0, Done, dt, 22.764075878523272
Elevator call,25.401489874449226,-4,86,3,6, Done, dt, 45.598510125550774
Elevator call,26.510341549025043,-3,-4,3,7, Done, dt, 23.489658450974957
Elevator call,47.1361150824805,-4,93,3,1, Done, dt, 33.8638849175195
Elevator call,48.17946317881706,-7,5,3,3, Done, dt, 22.82053682118294
Elevator call,59.41774733953457,-6,16,3,0, Done, dt, 26.58225266046543
Elevator call,59.8832891414022,-1,95,3,2, Done, dt, 73.1167108585978
Elevator call,61.94089619280976,-3,60,3,8, Done, dt, 38.05910380719024
Elevator call,65.68076513617825,-2,61,3,4, Done, dt, 56.31923486382175
Elevator call,75.72747458099184,-3,78,3,6, Done, dt, 64.27252541900816
Elevator call,80.54056995114593,-1,-2,3,6, Done, dt, 100.45943004885407
Elevator call,81.83610880045785,-4,71,3,1, Done, dt, 38.16389119954215
Elevator call,82.2221532378262,-4,84,3,3, Done, dt, 29.777846762173795
Elevator call,82.9367101264711,-4,46,3,3, Done, dt, 62.0632898735289
Elevator call,92.10943365362255,-8,49,3,0, Done, dt, 37.890566346377454
Elevator call,95.13692146543258,-5,2,3,0, Done, dt, 67.86307853456742
Elevator call,103.50040131951914,26,49,3,5, Done, dt, 40.49959868048086
Elevator call,121.34340971707047,-5,-1,3,4, Done, dt, 55.65659028292953
Elevator call,123.80909763203749,-8,-7,3,8, Done, dt, 38.19090236796251
Elevator call,132.11021714697108,-2,-3,3,4, Done, dt, 66.88978285302892
Elevator call,132.77424796408013,-8,11,3,2, Done, dt, 82.22575203591987
Elevator call,133.09649437009057,-6,-5,3,1, Done, dt, 29.903505629909432
Elevator call,139.35195885055145,-6,24,3,6, Done, dt, 70.64804114944855
Elevator call,140.07774477672046,-7,-9,3,2, Done, dt, 104.92225522327954
Elevator call,158.57731790638832,-2,55,3,5, Done, dt, 56.422682093611684
Elevator call,162.5783865236599,-3,17,3,3, Done, dt, 27.4216134763401
Elevator call,163.91308820296035,50,66,3,9, Done, dt, 39.08691179703965
Elevator call,166.5792335185672,14,-9,3,3, Done, dt, 46.42076648143279
Elevator call,171.13205518139944,-3,96,3,1, Done, dt, 31.867944818600563
Elevator call,173.23861817569536,-3,93,3,0, Done, dt, 41.761381824304635
Elevator call,175.25865387749332,80,90,3,4, Done, dt, 90.74134612250668
Elevator call,176.05584441521182,-4,-6,3,2, Done, dt, 92.94415558478818
Elevator call,180.32450295442027,-1,97,3,8, Done, dt, 47.67549704557973
Elevator call,191.66816507786712,-6,41,3,0, Done, dt, 73.33183492213288
Elevator call,193.1424188236001,-4,80,3,0, Done, dt, 117.85758117639989
Elevator call,194.5707567899667,-7,55,3,0, Done, dt, 167.4292432100333
Elevator call,196.8933046032405,0,74,3,0, Done, dt, 211.1066953967595
Elevator call,199.35338281051418,-5,-7,3,0, Done, dt, 245.64661718948582
Elevator call,202.0588368179283,2,81,3,9, Done, dt, 56.941163182071705
Elevator call,213.06929338362033,-1,2,3,0, Done, dt, 254.93070661637967
Elevator call,214.17098735159698,-1,55,3,0, Done, dt, 286.829012648403
Elevator call,229.62913236711142,20,34,3,8, Done, dt, 44.370867632888576
Elevator call,230.3311762251119,-6,3,3,5, Done, dt, 44.6688237748881
Elevator call,234.18846669070967,-8,63,3,1, Done, dt, 39.811533309290326
Elevator call,236.19603518656163,-1,4,3,3, Done, dt, 22.80396481343837
Elevator call,245.00118178951175,-2,-7,3,8, Done, dt, 59.99881821048825
Elevator call,247.15937656576716,-6,74,3,6, Done, dt, 48.84062343423284
Elevator call,248.1361863827858,0,1,3,2, Done, dt, 44.86381361721419
Elevator call,255.08826677060074,-6,68,3,0, Done, dt, 293.91173322939926
Elevator call,255.68451652489853,-7,7,3,0, Done, dt, 331.3154834751015
Elevator call,262.0684767119137,-2,-3,3,9, Done, dt, 42.93152328808628
Elevator call,265.26480430256083,-6,90,3,4, Done, dt, 116.73519569743917
Elevator call,265.7078420957587,-9,49,3,4, Done, dt, 215.29215790424132
Elevator call,271.17696859816374,0,-7,3,4, Done, dt, 258.82303140183626
Elevator call,286.67337734089233,-6,-2,3,1, Done, dt, 28.32662265910767
Elevator call,287.7026182210793,-4,32,3,3, Done, dt, 24.29738177892068
Elevator call,287.7486588771819,-3,75,3,3, Done, dt, 54.251341122818076
Elevator call,289.24082415834073,-1,92,3,7, Done, dt, 45.75917584165927
Elevator call,290.46178777128875,-1,-8,3,4, Done, dt, 266.53821222871125
Elevator call,291.30132332590165,-6,86,3,0, Done, dt, 337.69867667409835
Elevator call,296.44641065700944,-8,-4,3,6, Done, dt, 42.55358934299056
Elevator call,299.50385926951026,-6,-5,3,0, Done, dt, 369.49614073048974
Elevator call,302.93773805633555,-8,-3,3,0, Done, dt, 388.06226194366445
Elevator call,306.65262159801273,-5,98,3,0, Done, dt, 426.34737840198727
Elevator call,309.2553589061131,-6,18,3,0, Done, dt, 469.7446410938869
Elevator call,314.8148905671228,28,50,3,2, Done, dt, 45.1851094328772
Elevator call,319.921273675204,-1,17,3,0, Done, dt, 487.078726324796
Elevator call,321.148483898663,-2,-7,3,0, Done, dt, 510.851516101337
Elevator call,323.5937696949097,0,-5,3,0, Done, dt, 110.40623030509028
Elevator call,325.864100845175,-7,-6,3,0, Done, dt, 198.13589915482498
Elevator call,326.8172244703037,18,69,3,1, Done, dt, 28.1827755296963
Elevator call,330.35945579752206,-7,-8,3,0, Done, dt, 349.64054420247794
Elevator call,342.83768345641806,-5,9,3,7, Done, dt, 49.16231654358194
Elevator call,343.0926825829945,62,-2,3,5, Done, dt, 62.907317417005515
